City,Season,Year,Modis AOD,Insat AOD,BLH,PM2p5
UP_Agra,Winter,2019,0.7103333670723563,0.6109915,917.1222,113.66388888888888
UP_Agra,Winter,2020,0.7500000356230885,0.6501996,885.1096,69.95535714285714
UP_Agra,Winter,2021,0.6293333632250627,1.4045858,835.3775,103.12592592592593
UP_Agra,Pre-Monsoon,2015,0.5910000280709937,0.32206258,2202.4746,45.10714285714285
UP_Agra,Pre-Monsoon,2016,0.690666699471573,0.38197812,2137.551,82.1119776119403
UP_Agra,Pre-Monsoon,2017,0.5676666936293865,0.27727583,2043.9292,78.05459770114942
UP_Agra,Pre-Monsoon,2018,0.6620000314433128,1.6516867,2106.9685,52.99305555555555
UP_Agra,Pre-Monsoon,2019,0.4906666899720828,2.1440942,2166.194,50.44814814814814
UP_Agra,Pre-Monsoon,2020,0.4853333563854297,1.8496174,2116.0347,38.5749063670412
UP_Agra,Pre-Monsoon,2021,0.6593333646499863,3.7373347,1954.0875,59.99603174603174
UP_Agra,Monsoon,2015,0.8227500390785281,0.28247944,1513.3873,71.30167355371901
UP_Agra,Monsoon,2016,0.8605000408715568,0.28566822,1214.6091,45.177295751633984
UP_Agra,Monsoon,2017,0.8060000382829458,0.5072621,1342.992,58.250186915887845
UP_Agra,Monsoon,2018,1.00966671462326,1.0452317,1212.4172,37.72270114942529
UP_Agra,Monsoon,2019,1.1183333864513163,2.6444774,1264.9417,42.52901785714285
UP_Agra,Monsoon,2020,1.0236667152882244,2.4777865,1420.4288,37.96008403361345
UP_Agra,Monsoon,2021,1.0070000478299337,3.8918898,1375.5757,31.315677966101696
UP_Agra,Post-Monsoon,2015,0.8140000386629254,0.19640212,1730.0042,113.14012711864406
UP_Agra,Post-Monsoon,2016,0.9380000445526092,0.18876421,1625.1058,120.6967213114754
UP_Agra,Post-Monsoon,2017,0.8660000411327928,0.677734,1777.5433,127.0589430894309
UP_Agra,Post-Monsoon,2018,0.7260000344831496,0.5272352,1334.0941,86.91522988505749
UP_Agra,Post-Monsoon,2019,1.039000049349852,0.9575391,1247.7518,56.32923497267759
UP_Agra,Post-Monsoon,2020,0.8940000424627215,0.99934304,1569.8545,101.90846994535518
UP_Agra,Post-Monsoon,2021,0.8470000402303413,3.3047051,1137.8302,86.25877192982456
UP_Kanpur,Winter,2015,0.9393333779492726,0.23077027,930.5845,
UP_Kanpur,Winter,2016,0.8166667054562519,0.18987279,1143.3387,146.58333333333334
UP_Kanpur,Winter,2017,0.8006667046962926,0.16732828,1012.1267,181.29425925925923
UP_Kanpur,Winter,2018,0.678000032203272,0.5911909,920.1117,141.8998127340824
UP_Kanpur,Winter,2019,0.741666701893943,0.6184477,1055.1615,111.62547892720306
UP_Kanpur,Winter,2020,0.8700000413227826,0.70458823,958.90674,111.47527472527472
